policy,episode,seed,num_humans,steps,completion_time_steps,completion_time_seconds,coverage_rate,covered_cells,completion,timeout,collision_end,team_return,wall_collisions,robot_collisions,human_collisions,all_collisions,wall_collision_rate,robot_collision_rate,human_collision_rate,all_collision_rate,revisits,cell_entries,sweep_efficiency
Plain BOSCO (0 humans),555,0,0,4000,nan,nan,0.0625,24.0,0.0,1.0,0.0,-137725.63061961532,4018.0,0.0,0.0,4018.0,0.3348333333333333,0.0,0.0,0.3348333333333333,nan,nan,nan
Plain BOSCO (0 humans),556,0,0,4000,nan,nan,0.3203125,123.0,0.0,1.0,0.0,-247896.5092791915,7890.0,0.0,0.0,7890.0,0.6575,0.0,0.0,0.6575,nan,nan,nan
Plain BOSCO (0 humans),557,0,0,4000,nan,nan,0.0520833358168602,20.0,0.0,1.0,0.0,-133391.28577122092,4015.0,0.0,0.0,4015.0,0.33458333333333334,0.0,0.0,0.33458333333333334,nan,nan,nan
Plain BOSCO (0 humans),558,0,0,4000,nan,nan,0.2578125,99.0,0.0,1.0,0.0,-132541.64116966724,4011.0,0.0,0.0,4011.0,0.33425,0.0,0.0,0.33425,nan,nan,nan
Plain BOSCO (0 humans),559,0,0,4000,nan,nan,0.1197916716337204,46.0,0.0,1.0,0.0,-249954.36517733335,7874.0,0.0,0.0,7874.0,0.6561666666666667,0.0,0.0,0.6561666666666667,nan,nan,nan
Plain BOSCO (0 humans),560,0,0,4000,nan,nan,0.0911458358168602,35.0,0.0,1.0,0.0,-258441.53765538335,7871.0,0.0,0.0,7871.0,0.6559166666666667,0.0,0.0,0.6559166666666667,nan,nan,nan
Plain BOSCO (0 humans),561,0,0,4000,nan,nan,0.0494791679084301,19.0,0.0,1.0,0.0,-384423.75170338154,11816.0,0.0,0.0,11816.0,0.9846666666666667,0.0,0.0,0.9846666666666667,nan,nan,nan
Plain BOSCO (0 humans),562,0,0,4000,nan,nan,0.2109375,81.0,0.0,1.0,0.0,-118385.5900451541,3533.0,0.0,0.0,3533.0,0.29441666666666666,0.0,0.0,0.29441666666666666,nan,nan,nan
Plain BOSCO (0 humans),563,0,0,4000,nan,nan,0.3177083432674408,122.0,0.0,1.0,0.0,-352320.81080031395,10917.0,0.0,0.0,10917.0,0.90975,0.0,0.0,0.90975,nan,nan,nan
Plain BOSCO (0 humans),564,0,0,4000,nan,nan,0.0520833358168602,20.0,0.0,1.0,0.0,-135402.6697627604,4051.0,0.0,0.0,4051.0,0.33758333333333335,0.0,0.0,0.33758333333333335,nan,nan,nan
Plain BOSCO (0 humans),565,0,0,4000,nan,nan,0.0833333358168602,32.0,0.0,1.0,0.0,-522428.9356049299,4001.0,7762.0,0.0,11763.0,0.33341666666666664,0.6468333333333334,0.0,0.98025,nan,nan,nan
Plain BOSCO (0 humans),566,0,0,4000,nan,nan,0.0755208358168602,29.0,0.0,1.0,0.0,-134405.71307325363,4057.0,0.0,0.0,4057.0,0.33808333333333335,0.0,0.0,0.33808333333333335,nan,nan,nan
Plain BOSCO (0 humans),567,0,0,4000,nan,nan,0.0677083358168602,26.0,0.0,1.0,0.0,-134105.5868717432,4034.0,0.0,0.0,4034.0,0.33616666666666667,0.0,0.0,0.33616666666666667,nan,nan,nan
Plain BOSCO (0 humans),568,0,0,4000,nan,nan,0.1380208432674408,53.0,0.0,1.0,0.0,-123799.11278861761,3716.0,0.0,0.0,3716.0,0.30966666666666665,0.0,0.0,0.30966666666666665,nan,nan,nan
Plain BOSCO (0 humans),569,0,0,4000,nan,nan,0.2135416716337204,82.0,0.0,1.0,0.0,-475486.91511401534,3975.0,6834.0,0.0,10809.0,0.33125,0.5695,0.0,0.90075,nan,nan,nan
Plain BOSCO (0 humans),570,0,0,4000,nan,nan,0.0755208358168602,29.0,0.0,1.0,0.0,-258885.34171277285,7923.0,0.0,0.0,7923.0,0.66025,0.0,0.0,0.66025,nan,nan,nan
Plain BOSCO (0 humans),571,0,0,4000,nan,nan,0.1354166716337204,52.0,0.0,1.0,0.0,-17262.88626933098,133.0,0.0,0.0,133.0,0.011083333333333334,0.0,0.0,0.011083333333333334,nan,nan,nan
Plain BOSCO (0 humans),572,0,0,4000,nan,nan,0.2005208432674408,77.0,0.0,1.0,0.0,-236890.78118801117,7497.0,0.0,0.0,7497.0,0.62475,0.0,0.0,0.62475,nan,nan,nan
Plain BOSCO (0 humans),573,0,0,4000,nan,nan,0.1640625,63.0,0.0,1.0,0.0,-132900.65364049375,3912.0,56.0,0.0,3968.0,0.326,0.004666666666666667,0.0,0.33066666666666666,nan,nan,nan
Plain BOSCO (0 humans),574,0,0,4000,nan,nan,0.1875,72.0,0.0,1.0,0.0,-238285.8148202896,7471.0,0.0,0.0,7471.0,0.6225833333333334,0.0,0.0,0.6225833333333334,nan,nan,nan
Plain BOSCO (0 humans),575,0,0,4000,nan,nan,0.1796875,69.0,0.0,1.0,0.0,-119343.10988879204,3552.0,0.0,0.0,3552.0,0.296,0.0,0.0,0.296,nan,nan,nan
Plain BOSCO (0 humans),576,0,0,4000,nan,nan,0.3515625,135.0,0.0,1.0,0.0,-253983.63208013773,7835.0,0.0,0.0,7835.0,0.6529166666666667,0.0,0.0,0.6529166666666667,nan,nan,nan
Plain BOSCO (0 humans),577,0,0,4000,nan,nan,0.2578125,99.0,0.0,1.0,0.0,-363013.16491772234,39.0,6860.0,0.0,6899.0,0.00325,0.5716666666666667,0.0,0.5749166666666666,nan,nan,nan
Plain BOSCO (0 humans),578,0,0,4000,nan,nan,0.078125,30.0,0.0,1.0,0.0,-133124.61320191622,4016.0,0.0,0.0,4016.0,0.33466666666666667,0.0,0.0,0.33466666666666667,nan,nan,nan
Plain BOSCO (0 humans),579,0,0,4000,nan,nan,0.2291666716337204,88.0,0.0,1.0,0.0,-241021.7786409855,7353.0,62.0,0.0,7415.0,0.61275,0.005166666666666667,0.0,0.6179166666666667,nan,nan,nan
Plain BOSCO (0 humans),580,0,0,4000,nan,nan,0.2786458432674408,107.0,0.0,1.0,0.0,-229777.52181211114,7300.0,0.0,0.0,7300.0,0.6083333333333333,0.0,0.0,0.6083333333333333,nan,nan,nan
Plain BOSCO (0 humans),581,0,0,4000,nan,nan,0.046875,18.0,0.0,1.0,0.0,-417784.56147515774,45.0,7930.0,0.0,7975.0,0.00375,0.6608333333333334,0.0,0.6645833333333333,nan,nan,nan
Plain BOSCO (0 humans),582,0,0,4000,nan,nan,0.1692708432674408,65.0,0.0,1.0,0.0,-241647.09078019857,7509.0,0.0,0.0,7509.0,0.62575,0.0,0.0,0.62575,nan,nan,nan
Plain BOSCO (0 humans),583,0,0,4000,nan,nan,0.0625,24.0,0.0,1.0,0.0,-135038.64035224915,4042.0,0.0,0.0,4042.0,0.3368333333333333,0.0,0.0,0.3368333333333333,nan,nan,nan
Plain BOSCO (0 humans),584,0,0,4000,nan,nan,0.125,48.0,0.0,1.0,0.0,-240816.9218403101,7606.0,0.0,0.0,7606.0,0.6338333333333334,0.0,0.0,0.6338333333333334,nan,nan,nan
Plain BOSCO (0 humans),585,0,0,4000,nan,nan,0.0494791679084301,19.0,0.0,1.0,0.0,-250938.31537806988,7944.0,0.0,0.0,7944.0,0.662,0.0,0.0,0.662,nan,nan,nan
Plain BOSCO (0 humans),586,0,0,4000,nan,nan,0.0911458358168602,35.0,0.0,1.0,0.0,-247126.73508635163,7799.0,0.0,0.0,7799.0,0.6499166666666667,0.0,0.0,0.6499166666666667,nan,nan,nan
Plain BOSCO (0 humans),587,0,0,4000,nan,nan,0.1354166716337204,52.0,0.0,1.0,0.0,-126740.19627285004,3822.0,0.0,0.0,3822.0,0.3185,0.0,0.0,0.3185,nan,nan,nan
Plain BOSCO (0 humans),588,0,0,4000,nan,nan,0.2369791716337204,91.0,0.0,1.0,0.0,-232847.17075890303,7339.0,0.0,0.0,7339.0,0.6115833333333334,0.0,0.0,0.6115833333333334,nan,nan,nan
Plain BOSCO (0 humans),589,0,0,4000,nan,nan,0.0703125,27.0,0.0,1.0,0.0,-249940.35257828236,7905.0,0.0,0.0,7905.0,0.65875,0.0,0.0,0.65875,nan,nan,nan
Plain BOSCO (0 humans),590,0,0,4000,nan,nan,0.1041666716337204,40.0,0.0,1.0,0.0,-133463.59614402056,3991.0,0.0,0.0,3991.0,0.33258333333333334,0.0,0.0,0.33258333333333334,nan,nan,nan
Plain BOSCO (0 humans),591,0,0,4000,nan,nan,0.078125,30.0,0.0,1.0,0.0,-136270.24480718374,4001.0,0.0,0.0,4001.0,0.33341666666666664,0.0,0.0,0.33341666666666664,nan,nan,nan
Plain BOSCO (0 humans),592,0,0,4000,nan,nan,0.28125,108.0,0.0,1.0,0.0,-455157.08259540796,3978.0,6410.0,0.0,10388.0,0.3315,0.5341666666666667,0.0,0.8656666666666667,nan,nan,nan
Plain BOSCO (0 humans),593,0,0,4000,nan,nan,0.0651041716337204,25.0,0.0,1.0,0.0,-131680.41974520683,4000.0,0.0,0.0,4000.0,0.3333333333333333,0.0,0.0,0.3333333333333333,nan,nan,nan
Plain BOSCO (0 humans),594,0,0,4000,nan,nan,0.421875,162.0,0.0,1.0,0.0,-458474.0920916796,3092.0,7054.0,0.0,10146.0,0.25766666666666665,0.5878333333333333,0.0,0.8455,nan,nan,nan
Plain BOSCO (0 humans),595,0,0,4000,nan,nan,0.1484375,57.0,0.0,1.0,0.0,-120502.66842582822,3598.0,0.0,0.0,3598.0,0.29983333333333334,0.0,0.0,0.29983333333333334,nan,nan,nan
Plain BOSCO (0 humans),596,0,0,4000,nan,nan,0.4088541865348816,157.0,0.0,1.0,0.0,-246235.0706396103,7841.0,0.0,0.0,7841.0,0.6534166666666666,0.0,0.0,0.6534166666666666,nan,nan,nan
Plain BOSCO (0 humans),597,0,0,4000,nan,nan,0.21875,84.0,0.0,1.0,0.0,-508576.0750118494,3185.0,7916.0,0.0,11101.0,0.2654166666666667,0.6596666666666666,0.0,0.9250833333333334,nan,nan,nan
Plain BOSCO (0 humans),598,0,0,4000,nan,nan,0.2083333432674408,80.0,0.0,1.0,0.0,-247541.58490347862,7901.0,0.0,0.0,7901.0,0.6584166666666667,0.0,0.0,0.6584166666666667,nan,nan,nan
Plain BOSCO (0 humans),599,0,0,4000,nan,nan,0.0494791679084301,19.0,0.0,1.0,0.0,-536134.3804161549,4039.0,7744.0,0.0,11783.0,0.33658333333333335,0.6453333333333333,0.0,0.9819166666666667,nan,nan,nan
Plain BOSCO (0 humans),600,0,0,4000,nan,nan,0.4557291865348816,175.0,0.0,1.0,0.0,-422825.9984122813,3617.0,5994.0,0.0,9611.0,0.30141666666666667,0.4995,0.0,0.8009166666666667,nan,nan,nan
Plain BOSCO (0 humans),601,0,0,4000,nan,nan,0.5260416865348816,202.0,0.0,1.0,0.0,-314737.9247483015,10150.0,0.0,0.0,10150.0,0.8458333333333333,0.0,0.0,0.8458333333333333,nan,nan,nan
Plain BOSCO (0 humans),602,0,0,4000,nan,nan,0.140625,54.0,0.0,1.0,0.0,-503202.9094013572,3975.0,7396.0,0.0,11371.0,0.33125,0.6163333333333333,0.0,0.9475833333333333,nan,nan,nan
Plain BOSCO (0 humans),603,0,0,4000,nan,nan,0.203125,78.0,0.0,1.0,0.0,-235556.85051864386,7425.0,0.0,0.0,7425.0,0.61875,0.0,0.0,0.61875,nan,nan,nan
Plain BOSCO (0 humans),604,0,0,4000,nan,nan,0.0755208358168602,29.0,0.0,1.0,0.0,-249997.1542866528,7908.0,0.0,0.0,7908.0,0.659,0.0,0.0,0.659,nan,nan,nan
Plain BOSCO (0 humans),605,0,0,4000,nan,nan,0.4010416865348816,154.0,0.0,1.0,0.0,-211186.83014758676,6709.0,0.0,0.0,6709.0,0.5590833333333334,0.0,0.0,0.5590833333333334,nan,nan,nan
Plain BOSCO (0 humans),606,0,0,4000,nan,nan,0.0364583358168602,14.0,0.0,1.0,0.0,-251354.66144633293,7967.0,0.0,0.0,7967.0,0.6639166666666667,0.0,0.0,0.6639166666666667,nan,nan,nan
Plain BOSCO (0 humans),607,0,0,4000,nan,nan,0.0755208358168602,29.0,0.0,1.0,0.0,-249058.4875768274,7882.0,0.0,0.0,7882.0,0.6568333333333334,0.0,0.0,0.6568333333333334,nan,nan,nan
Plain BOSCO (0 humans),608,0,0,4000,nan,nan,0.046875,18.0,0.0,1.0,0.0,-526679.5247295201,3938.0,7876.0,0.0,11814.0,0.32816666666666666,0.6563333333333333,0.0,0.9845,nan,nan,nan
Plain BOSCO (0 humans),609,0,0,4000,nan,nan,0.1171875,45.0,0.0,1.0,0.0,-247009.75302535295,7889.0,0.0,0.0,7889.0,0.6574166666666666,0.0,0.0,0.6574166666666666,nan,nan,nan
Plain BOSCO (0 humans),610,0,0,4000,nan,nan,0.25,96.0,0.0,1.0,0.0,-121078.8851006031,3631.0,0.0,0.0,3631.0,0.3025833333333333,0.0,0.0,0.3025833333333333,nan,nan,nan
Plain BOSCO (0 humans),611,0,0,4000,nan,nan,0.0364583358168602,14.0,0.0,1.0,0.0,-379154.85649991035,11849.0,0.0,0.0,11849.0,0.9874166666666667,0.0,0.0,0.9874166666666667,nan,nan,nan
Plain BOSCO (0 humans),612,0,0,4000,nan,nan,0.3541666865348816,136.0,0.0,1.0,0.0,-219707.18053114414,6929.0,0.0,0.0,6929.0,0.5774166666666667,0.0,0.0,0.5774166666666667,nan,nan,nan
Plain BOSCO (0 humans),613,0,0,4000,nan,nan,0.0963541716337204,37.0,0.0,1.0,0.0,-132949.75044476986,3994.0,0.0,0.0,3994.0,0.3328333333333333,0.0,0.0,0.3328333333333333,nan,nan,nan
Plain BOSCO (0 humans),614,0,0,4000,nan,nan,0.0598958358168602,23.0,0.0,1.0,0.0,-17129.156701147556,113.0,0.0,0.0,113.0,0.009416666666666667,0.0,0.0,0.009416666666666667,nan,nan,nan
Plain BOSCO (0 humans),615,0,0,4000,nan,nan,0.0572916679084301,22.0,0.0,1.0,0.0,-18365.39572918415,131.0,0.0,0.0,131.0,0.010916666666666667,0.0,0.0,0.010916666666666667,nan,nan,nan
Plain BOSCO (0 humans),616,0,0,4000,nan,nan,0.0885416716337204,34.0,0.0,1.0,0.0,-137802.8348019123,4011.0,0.0,0.0,4011.0,0.33425,0.0,0.0,0.33425,nan,nan,nan
Plain BOSCO (0 humans),617,0,0,4000,nan,nan,0.09375,36.0,0.0,1.0,0.0,-135769.73957788944,3969.0,0.0,0.0,3969.0,0.33075,0.0,0.0,0.33075,nan,nan,nan
Plain BOSCO (0 humans),618,0,0,4000,nan,nan,0.1067708358168602,41.0,0.0,1.0,0.0,-414645.61062580347,95.0,7666.0,0.0,7761.0,0.007916666666666667,0.6388333333333334,0.0,0.64675,nan,nan,nan
Plain BOSCO (0 humans),619,0,0,4000,nan,nan,0.0651041716337204,25.0,0.0,1.0,0.0,-407456.5215062201,73.0,7814.0,0.0,7887.0,0.006083333333333333,0.6511666666666667,0.0,0.65725,nan,nan,nan
Plain BOSCO (0 humans),620,0,0,4000,nan,nan,0.078125,30.0,0.0,1.0,0.0,-131963.89231699705,3989.0,0.0,0.0,3989.0,0.3324166666666667,0.0,0.0,0.3324166666666667,nan,nan,nan
Plain BOSCO (0 humans),621,0,0,4000,nan,nan,0.0989583358168602,38.0,0.0,1.0,0.0,-132291.026984334,3976.0,0.0,0.0,3976.0,0.3313333333333333,0.0,0.0,0.3313333333333333,nan,nan,nan
Plain BOSCO (0 humans),622,0,0,4000,nan,nan,0.0729166716337204,28.0,0.0,1.0,0.0,-132910.5923975706,4014.0,0.0,0.0,4014.0,0.3345,0.0,0.0,0.3345,nan,nan,nan
Plain BOSCO (0 humans),623,0,0,4000,nan,nan,0.0651041716337204,25.0,0.0,1.0,0.0,-133197.61759513617,4010.0,0.0,0.0,4010.0,0.33416666666666667,0.0,0.0,0.33416666666666667,nan,nan,nan
Plain BOSCO (0 humans),624,0,0,4000,nan,nan,0.1640625,63.0,0.0,1.0,0.0,-359505.495456934,11380.0,0.0,0.0,11380.0,0.9483333333333334,0.0,0.0,0.9483333333333334,nan,nan,nan
Plain BOSCO (0 humans),625,0,0,4000,nan,nan,0.0572916679084301,22.0,0.0,1.0,0.0,-252253.18000644445,7923.0,0.0,0.0,7923.0,0.66025,0.0,0.0,0.66025,nan,nan,nan
Plain BOSCO (0 humans),626,0,0,4000,nan,nan,0.0989583358168602,38.0,0.0,1.0,0.0,-246412.40898001194,7773.0,0.0,0.0,7773.0,0.64775,0.0,0.0,0.64775,nan,nan,nan
Plain BOSCO (0 humans),627,0,0,4000,nan,nan,0.02864583395421505,11.0,0.0,1.0,0.0,-541909.1258770227,4067.0,7808.0,0.0,11875.0,0.33891666666666664,0.6506666666666666,0.0,0.9895833333333334,nan,nan,nan
Plain BOSCO (0 humans),628,0,0,4000,nan,nan,0.0442708358168602,17.0,0.0,1.0,0.0,-534551.7507898211,3965.0,7886.0,0.0,11851.0,0.3304166666666667,0.6571666666666667,0.0,0.9875833333333334,nan,nan,nan
Plain BOSCO (0 humans),629,0,0,4000,nan,nan,0.2890625,111.0,0.0,1.0,0.0,-344307.444904089,11091.0,0.0,0.0,11091.0,0.92425,0.0,0.0,0.92425,nan,nan,nan
Plain BOSCO (0 humans),630,0,0,4000,nan,nan,0.1770833432674408,68.0,0.0,1.0,0.0,-249994.729380548,7910.0,0.0,0.0,7910.0,0.6591666666666667,0.0,0.0,0.6591666666666667,nan,nan,nan
Plain BOSCO (0 humans),631,0,0,4000,nan,nan,0.1276041716337204,49.0,0.0,1.0,0.0,-25641.936578571796,90.0,72.0,0.0,162.0,0.0075,0.006,0.0,0.0135,nan,nan,nan
Plain BOSCO (0 humans),632,0,0,4000,nan,nan,0.2161458432674408,83.0,0.0,1.0,0.0,-357442.11314189434,11128.0,0.0,0.0,11128.0,0.9273333333333333,0.0,0.0,0.9273333333333333,nan,nan,nan
Plain BOSCO (0 humans),633,0,0,4000,nan,nan,0.3489583432674408,134.0,0.0,1.0,0.0,-249961.7283153534,7977.0,0.0,0.0,7977.0,0.66475,0.0,0.0,0.66475,nan,nan,nan
Plain BOSCO (0 humans),634,0,0,4000,nan,nan,0.0598958358168602,23.0,0.0,1.0,0.0,-260584.6970384121,7941.0,0.0,0.0,7941.0,0.66175,0.0,0.0,0.66175,nan,nan,nan
Plain BOSCO (0 humans),635,0,0,4000,nan,nan,0.0833333358168602,32.0,0.0,1.0,0.0,-419649.7666557431,13.0,7914.0,0.0,7927.0,0.0010833333333333333,0.6595,0.0,0.6605833333333333,nan,nan,nan
Plain BOSCO (0 humans),636,0,0,4000,nan,nan,0.2369791716337204,91.0,0.0,1.0,0.0,-252452.643997252,7995.0,0.0,0.0,7995.0,0.66625,0.0,0.0,0.66625,nan,nan,nan
Plain BOSCO (0 humans),637,0,0,4000,nan,nan,0.3359375,129.0,0.0,1.0,0.0,-99158.54833425581,2982.0,0.0,0.0,2982.0,0.2485,0.0,0.0,0.2485,nan,nan,nan
Plain BOSCO (0 humans),638,0,0,4000,nan,nan,0.078125,30.0,0.0,1.0,0.0,-133812.0565291643,3859.0,72.0,0.0,3931.0,0.32158333333333333,0.006,0.0,0.32758333333333334,nan,nan,nan
Plain BOSCO (0 humans),639,0,0,4000,nan,nan,0.0911458358168602,35.0,0.0,1.0,0.0,-405702.26347339153,81.0,7764.0,0.0,7845.0,0.00675,0.647,0.0,0.65375,nan,nan,nan
Plain BOSCO (0 humans),640,0,0,4000,nan,nan,0.0807291716337204,31.0,0.0,1.0,0.0,-137410.92256340384,4014.0,0.0,0.0,4014.0,0.3345,0.0,0.0,0.3345,nan,nan,nan
Plain BOSCO (0 humans),641,0,0,4000,nan,nan,0.6276041865348816,241.0,0.0,1.0,0.0,-296702.07933561504,9585.0,0.0,0.0,9585.0,0.79875,0.0,0.0,0.79875,nan,nan,nan
Plain BOSCO (0 humans),642,0,0,4000,nan,nan,0.2734375,105.0,0.0,1.0,0.0,-12049.981264740229,87.0,0.0,0.0,87.0,0.00725,0.0,0.0,0.00725,nan,nan,nan
Plain BOSCO (0 humans),643,0,0,4000,nan,nan,0.0807291716337204,31.0,0.0,1.0,0.0,-134811.87645703554,4039.0,0.0,0.0,4039.0,0.33658333333333335,0.0,0.0,0.33658333333333335,nan,nan,nan
Plain BOSCO (0 humans),644,0,0,4000,nan,nan,0.0755208358168602,29.0,0.0,1.0,0.0,-527651.2165010571,3961.0,7810.0,0.0,11771.0,0.33008333333333334,0.6508333333333334,0.0,0.9809166666666667,nan,nan,nan
Plain BOSCO (0 humans),645,0,0,4000,nan,nan,0.1041666716337204,40.0,0.0,1.0,0.0,-132529.22073509172,3980.0,0.0,0.0,3980.0,0.33166666666666667,0.0,0.0,0.33166666666666667,nan,nan,nan
Plain BOSCO (0 humans),646,0,0,4000,nan,nan,0.4869791865348816,187.0,0.0,1.0,0.0,-216370.43280613422,6876.0,0.0,0.0,6876.0,0.573,0.0,0.0,0.573,nan,nan,nan
Plain BOSCO (0 humans),647,0,0,4000,nan,nan,0.0598958358168602,23.0,0.0,1.0,0.0,-132654.69203913212,3994.0,0.0,0.0,3994.0,0.3328333333333333,0.0,0.0,0.3328333333333333,nan,nan,nan
Plain BOSCO (0 humans),648,0,0,4000,nan,nan,0.2161458432674408,83.0,0.0,1.0,0.0,-244741.7587800026,7872.0,0.0,0.0,7872.0,0.656,0.0,0.0,0.656,nan,nan,nan
Plain BOSCO (0 humans),649,0,0,4000,nan,nan,0.6171875,237.0,0.0,1.0,0.0,-200200.60001444817,6352.0,0.0,0.0,6352.0,0.5293333333333333,0.0,0.0,0.5293333333333333,nan,nan,nan
Plain BOSCO (0 humans),650,0,0,4000,nan,nan,0.1223958358168602,47.0,0.0,1.0,0.0,-23324.804059624672,80.0,70.0,0.0,150.0,0.006666666666666667,0.005833333333333334,0.0,0.0125,nan,nan,nan
Plain BOSCO (0 humans),651,0,0,4000,nan,nan,0.5885416865348816,226.0,0.0,1.0,0.0,-302004.2733635269,9717.0,0.0,0.0,9717.0,0.80975,0.0,0.0,0.80975,nan,nan,nan
Plain BOSCO (0 humans),652,0,0,4000,nan,nan,0.1458333432674408,56.0,0.0,1.0,0.0,-128036.63010364771,3849.0,0.0,0.0,3849.0,0.32075,0.0,0.0,0.32075,nan,nan,nan
Plain BOSCO (0 humans),653,0,0,4000,nan,nan,0.0807291716337204,31.0,0.0,1.0,0.0,-132903.79280858487,3988.0,0.0,0.0,3988.0,0.3323333333333333,0.0,0.0,0.3323333333333333,nan,nan,nan
Plain BOSCO (0 humans),654,0,0,4000,nan,nan,0.3359375,129.0,0.0,1.0,0.0,-442092.5023409724,3884.0,6258.0,0.0,10142.0,0.32366666666666666,0.5215,0.0,0.8451666666666666,nan,nan,nan
Plain BOSCO (0 humans),655,0,0,4000,nan,nan,0.0598958358168602,23.0,0.0,1.0,0.0,-534472.8920170069,4009.0,7776.0,0.0,11785.0,0.33408333333333334,0.648,0.0,0.9820833333333333,nan,nan,nan
Plain BOSCO (0 humans),656,0,0,4000,nan,nan,0.1979166716337204,76.0,0.0,1.0,0.0,-235109.41815793514,7391.0,0.0,0.0,7391.0,0.6159166666666667,0.0,0.0,0.6159166666666667,nan,nan,nan
Plain BOSCO (0 humans),657,0,0,4000,nan,nan,0.0572916679084301,22.0,0.0,1.0,0.0,-365523.94174438715,11800.0,0.0,0.0,11800.0,0.9833333333333333,0.0,0.0,0.9833333333333333,nan,nan,nan
Plain BOSCO (0 humans),658,0,0,4000,nan,nan,0.2265625,87.0,0.0,1.0,0.0,-231811.94426718354,7350.0,0.0,0.0,7350.0,0.6125,0.0,0.0,0.6125,nan,nan,nan
Plain BOSCO (0 humans),659,0,0,4000,nan,nan,0.4583333432674408,176.0,0.0,1.0,0.0,-405393.88072779775,3897.0,5518.0,0.0,9415.0,0.32475,0.4598333333333333,0.0,0.7845833333333333,nan,nan,nan
Plain BOSCO (0 humans),660,0,0,4000,nan,nan,0.2447916716337204,94.0,0.0,1.0,0.0,-119548.52848923206,3567.0,0.0,0.0,3567.0,0.29725,0.0,0.0,0.29725,nan,nan,nan
Plain BOSCO (0 humans),661,0,0,4000,nan,nan,0.1197916716337204,46.0,0.0,1.0,0.0,-132715.3724770248,4027.0,0.0,0.0,4027.0,0.33558333333333334,0.0,0.0,0.33558333333333334,nan,nan,nan
Plain BOSCO (0 humans),662,0,0,4000,nan,nan,0.515625,198.0,0.0,1.0,0.0,-300095.355368495,9278.0,240.0,0.0,9518.0,0.7731666666666667,0.02,0.0,0.7931666666666667,nan,nan,nan
Plain BOSCO (0 humans),663,0,0,4000,nan,nan,0.1875,72.0,0.0,1.0,0.0,-138837.32671433687,4023.0,56.0,0.0,4079.0,0.33525,0.004666666666666667,0.0,0.33991666666666664,nan,nan,nan
Plain BOSCO (0 humans),664,0,0,4000,nan,nan,0.0885416716337204,34.0,0.0,1.0,0.0,-19374.951649338007,78.0,58.0,0.0,136.0,0.0065,0.004833333333333334,0.0,0.011333333333333334,nan,nan,nan
Plain BOSCO (0 humans),665,0,0,4000,nan,nan,0.5416666865348816,208.0,0.0,1.0,0.0,-184165.9330470562,5833.0,0.0,0.0,5833.0,0.4860833333333333,0.0,0.0,0.4860833333333333,nan,nan,nan
Plain BOSCO (0 humans),666,0,0,4000,nan,nan,0.046875,18.0,0.0,1.0,0.0,-538041.9942189455,4037.0,7760.0,0.0,11797.0,0.33641666666666664,0.6466666666666666,0.0,0.9830833333333333,nan,nan,nan
Plain BOSCO (0 humans),667,0,0,4000,nan,nan,0.0625,24.0,0.0,1.0,0.0,-249276.9896825552,7888.0,0.0,0.0,7888.0,0.6573333333333333,0.0,0.0,0.6573333333333333,nan,nan,nan
Plain BOSCO (0 humans),668,0,0,4000,nan,nan,0.0546875,21.0,0.0,1.0,0.0,-526051.3648106456,3984.0,7772.0,0.0,11756.0,0.332,0.6476666666666666,0.0,0.9796666666666667,nan,nan,nan
Plain BOSCO (0 humans),669,0,0,4000,nan,nan,0.3515625,135.0,0.0,1.0,0.0,-227306.06805205345,7203.0,0.0,0.0,7203.0,0.60025,0.0,0.0,0.60025,nan,nan,nan
Plain BOSCO (0 humans),670,0,0,4000,nan,nan,0.1770833432674408,68.0,0.0,1.0,0.0,-16594.5072504282,124.0,0.0,0.0,124.0,0.010333333333333333,0.0,0.0,0.010333333333333333,nan,nan,nan
Plain BOSCO (0 humans),671,0,0,4000,nan,nan,0.0598958358168602,23.0,0.0,1.0,0.0,-247540.06751275063,7853.0,0.0,0.0,7853.0,0.6544166666666666,0.0,0.0,0.6544166666666666,nan,nan,nan
Plain BOSCO (0 humans),672,0,0,4000,nan,nan,0.0520833358168602,20.0,0.0,1.0,0.0,-532017.1751967072,3990.0,7774.0,0.0,11764.0,0.3325,0.6478333333333334,0.0,0.9803333333333333,nan,nan,nan
Plain BOSCO (0 humans),673,0,0,4000,nan,nan,0.0520833358168602,20.0,0.0,1.0,0.0,-412536.9487091303,42.0,7876.0,0.0,7918.0,0.0035,0.6563333333333333,0.0,0.6598333333333334,nan,nan,nan
Plain BOSCO (0 humans),674,0,0,4000,nan,nan,0.078125,30.0,0.0,1.0,0.0,-415348.0944881439,121.0,7764.0,0.0,7885.0,0.010083333333333333,0.647,0.0,0.6570833333333334,nan,nan,nan
Plain BOSCO (0 humans),675,0,0,4000,nan,nan,0.1822916716337204,70.0,0.0,1.0,0.0,-140989.98753607273,4259.0,42.0,0.0,4301.0,0.35491666666666666,0.0035,0.0,0.35841666666666666,nan,nan,nan
Plain BOSCO (0 humans),676,0,0,4000,nan,nan,0.2838541865348816,109.0,0.0,1.0,0.0,-226554.54585377127,7199.0,0.0,0.0,7199.0,0.5999166666666667,0.0,0.0,0.5999166666666667,nan,nan,nan
